0000,XX-XX-XX-XX-XX-XX,L000,-1,-1,Grupo 1,Grupo 1.1,Grupo 1.1.1,0mA,100,1
009E81A3,18-FE-34-9E-81-A3,L001,-1,-1,Grupo 1,Grupo 1.1,Grupo 1.1.1,0mA,100,1
009E80DF,18-FE-34-9E-80-DF,L002,-1,-1,Grupo 1,Grupo 1.1,Grupo 1.1.1,0mA,100,1
009E8216,18-FE-34-9E-82-16,L003,-1,-1,Grupo 1,Grupo 1.1,Grupo 1.1.1,0mA,100,1
