0000,XX-XX-XX-XX-XX-XX,L000,-1,-1,Grupo 1,Grupo 1.1,Grupo 1.1.1,0mA,100,1
009E8216,18-FE-34-9E-82-16,L003,-1,-1,Grupo 1,Grupo 1.1,Grupo 1.1.1,0mA,100,1,nao gostei da luminaria
